FID	osm_id	Xstart	Ystart	Xend	Yend	length	startid	endid
1550	103642351	114.3521609	30.5423028	114.351315	30.5420786	84.89181264	330	285
1551	84246296	114.3521609	30.5423028	114.3524459	30.5418416	58.04596252	330	358
1552	402823358	114.3593215	30.5423239	114.3594439	30.5418915	49.35520075	978	987
1553	358205775	114.3578143	30.5422125	114.3586092	30.5423475	77.73206949	902	951
1554	103948527	114.3546988	30.5423618	114.354818	30.541981	43.73883147	555	569
1555	358205775	114.3586092	30.5423475	114.3593215	30.5423239	72.23801142	951	978
1556	173424319	114.3481508	30.5424158	114.3481695	30.5424172	1.797136701	45	48
1557	173424319	114.3481695	30.5424172	114.348181	30.54229375	13.73021393	48	50
1558	103940635	114.365856	30.542378	114.3646851	30.5413777	201.9965961	1214	1192
1559	103642349	114.3662773	30.5416138	114.365856	30.542378	99.3134074	1225	1214
1560	173424316	114.3483933	30.542436	114.3481695	30.5424172	21.57642681	69	48
1561	358205775	114.3593215	30.5423239	114.3605992	30.5421726	152.9180163	978	1058
1562	402823355	114.3532822	30.5422819	114.3532286	30.5424598	20.38219631	424	419
1563	103938247	114.3572493	30.5424772	114.3568131	30.5414911	285.5331391	820	767
1564	103938247	114.3577496	30.5425681	114.3572493	30.5424772	49.900414	897	820
1565	358205777	114.3578143	30.5422125	114.3577496	30.5425681	39.90885047	902	897
1566	402874282	114.3612748	30.542711	114.3613391	30.5422192	54.87057666	1094	1098
1567	358205778	114.3586092	30.5423475	114.358526	30.5427326	43.43351256	951	948
1568	103642350	114.3621057	30.542767	114.3616797	30.5421691	78.71848058	1122	1107
1569	402874281	114.3612684	30.5428205	114.3612748	30.542711	12.1550539	1093	1094
1570	103642347	114.3612684	30.5428205	114.3621057	30.542767	80.56451004	1093	1122
1571	171733424	114.3721266	30.5367763	114.3682523	30.5428313	903.527982	1343	1274
1572	103642350	114.3622716	30.542928	114.3621057	30.542767	23.9168581	1131	1122
1573	402087708	114.3622716	30.542928	114.3625695	30.5418793	140.161277	1131	1150
1574	103642350	114.3623149	30.5429701	114.3622716	30.542928	6.248842481	1134	1131
1575	153741418	114.3506122	30.5432006	114.351315	30.5420786	141.4941344	195	285
1576	128248255	114.3682523	30.5428313	114.3685819	30.5431637	68.5093174	1274	1284
1577	103755114	114.3484713	30.5432461	114.3486084	30.5419728	141.812433	75	84
1578	103938359	114.3521609	30.5423028	114.3520787	30.5432391	106.8141884	330	322
1579	172746558	114.3486605	30.54203327	114.3485316	30.5432493	135.4461963	87	81
1580	103945443	114.3679922	30.5432142	114.3685373	30.5417637	170.3729131	1269	1282
1581	153741408	114.3513239	30.5432848	114.3520787	30.5432391	72.60590394	286	322
1582	153741408	114.3506122	30.5432006	114.3513239	30.5432848	70.50659749	195	286
1583	103948559	114.3559361	30.5433493	114.3546988	30.5423618	170.1925272	673	555
1584	103642350	114.3628101	30.5434045	114.3623149	30.5429701	67.66454806	1155	1134
1585	433204234	114.3559361	30.5433493	114.3566066	30.5434617	65.9606982	673	747
1586	128248255	114.3685819	30.5431637	114.3685474	30.5434458	31.44928322	1284	1283
1587	103642347	114.3590687	30.5434795	114.3612684	30.5428205	226.1258215	965	1093
1588	380705018	114.3585956	30.5434913	114.3572493	30.5424772	198.2264239	950	820
1589	103642347	114.3585956	30.5434913	114.3590687	30.5434795	47.10649101	950	965
1590	128248256	114.3685474	30.5434458	114.3685819	30.5431637	135.4664636	1283	1284
1591	433204235	114.3566066	30.5434617	114.3573071	30.5435381	67.74981132	747	831
1592	103938359	114.3520787	30.5432391	114.3522131	30.543587	40.73529291	322	331
1593	488600331	114.3605112	30.5435183	114.3605034	30.54357886	6.754799993	1051	1049
1594	358205779	114.3595915	30.5436133	114.3590687	30.5434795	53.05621241	994	965
1595	358205779	114.3605034	30.54357886	114.3595915	30.5436133	87.7554088	1049	994
1596	103642350	114.3651265	30.5436011	114.3647823	30.5435766	33.14008207	1203	1194
1597	103642349	114.365856	30.542378	114.3651265	30.5436011	153.7909851	1214	1203
1598	103940888	114.3642587	30.5436251	114.3628101	30.5434045	143.2544796	1190	1155
1599	103642350	114.3647823	30.5435766	114.3642587	30.5436251	51.71899543	1194	1190
1600	358205779	114.3612608	30.5436368	114.3605034	30.54357886	73.02407329	1091	1049
1601	153742401	114.3513953	30.5436722	114.3513239	30.5432848	43.80598699	288	286
1602	153742399	114.3513953	30.5436722	114.3522131	30.543587	79.98308554	288	331
1603	103947037	114.366104	30.5436346	114.3651265	30.5436011	93.9872964	1218	1203
1604	103945443	114.366104	30.5436346	114.3679922	30.5432142	224.39459	1218	1269
1605	402874272	114.3595915	30.5436133	114.3601891	30.5436725	57.71954963	994	1034
1606	402874272	114.3601891	30.5436725	114.3604882	30.5436979	28.83867117	1034	1048
1607	488600331	114.3605034	30.54357886	114.3604882	30.5436979	13.2781912	1049	1048
1608	402874272	114.3604882	30.5436979	114.3605653	30.5437044	7.4333272	1048	1053
1609	402874275	114.3605653	30.5437044	114.3606847	30.5437171	11.54349909	1053	1065
1610	433204234	114.3566066	30.5434617	114.3565845	30.5437624	33.40396406	747	746
1611	171733424	114.3682523	30.5428313	114.368274	30.543734	108.2402575	1274	1275
1612	128248255	114.3685474	30.5434458	114.368274	30.543734	56.00081331	1283	1275
1613	433204236	114.3565845	30.5437624	114.3574005	30.5437835	78.3360917	746	842
1614	103642350	114.3642587	30.5436251	114.3628101	30.5434045	153.8326999	1190	1155
1615	402874271	114.3607987	30.5437898	114.3609369	30.5438028	13.3393854	1073	1079
1616	402874276	114.3606847	30.5437171	114.3609369	30.5438028	30.93288436	1065	1079
1617	103947037	114.3671178	30.5437963	114.366104	30.5436346	98.91957252	1250	1218
1618	103947034	114.3623971	30.5438194	114.3623149	30.5429701	97.50396258	1138	1134
1619	737191891	114.3532286	30.5424598	114.3531541	30.5438629	165.8691988	419	413
1620	358205779	114.3623971	30.5438194	114.3612608	30.5436368	128.176959	1138	1091
1621	402874263	114.364961	30.5438653	114.3647823	30.5435766	37.49122999	1198	1194
1622	103940155	114.3651265	30.5436011	114.364961	30.5438653	33.33823215	1203	1198
1623	402874279	114.360159	30.5438799	114.3601891	30.5436725	23.17374692	1033	1034
1624	402874276	114.3609369	30.5438028	114.3612279	30.5439042	31.16383697	1079	1087
1625	402874270	114.3612608	30.5436368	114.3612279	30.5439042	29.81247289	1091	1087
1626	402874278	114.360159	30.5438799	114.3605805	30.54392808	40.79241512	1033	1054
1627	402874273	114.3605805	30.54392808	114.3605823	30.5439175	1.185793006	1054	1055
1628	402874278	114.3605805	30.54392808	114.3606594	30.5439371	7.641493476	1054	1062
1629	402874274	114.3606594	30.5439371	114.3606611	30.5439277	1.05480526	1062	1063
1630	402874279	114.3601493	30.5439609	114.360159	30.5438799	9.028036507	1032	1033
1631	153742399	114.3508153	30.5439927	114.3513953	30.5436722	89.99773934	216	288
1632	153742400	114.3508153	30.5439927	114.3505847	30.5439996	22.14091025	216	190
1633	153742400	114.3514778	30.5440066	114.3508153	30.5439927	63.60102582	292	216
1634	153742401	114.3514778	30.5440066	114.3513953	30.5436722	38.1480663	292	288
1635	103938359	114.3522131	30.543587	114.3523688	30.5440096	49.32209924	331	345
1636	358205780	114.3597324	30.5439837	114.3599184	30.544002	17.96295939	1004	1019
1637	84250290	114.3523688	30.5440096	114.3531434	30.5440241	74.34569557	345	410
1638	737191892	114.3531541	30.5438629	114.3531434	30.5440241	17.90062272	413	410
1639	358205780	114.3599184	30.544002	114.3600806	30.5440178	15.66249722	1019	1028
1640	358205780	114.3600806	30.5440178	114.3601418	30.5440238	5.910125437	1028	1030
1641	402874277	114.3601418	30.5440238	114.3601493	30.5439609	7.010339929	1030	1032
1642	402874270	114.3612279	30.5439042	114.3612084	30.5440387	15.02805986	1087	1086
1643	153742400	114.3523743	30.5440699	114.3514778	30.5440066	86.3112139	346	292
1644	84250286	114.3523743	30.5440699	114.3523688	30.5440096	6.705852704	346	345
1645	84250290	114.3531434	30.5440241	114.3544494	30.5440744	125.4614926	410	537
1646	103948527	114.3544494	30.5440744	114.3546988	30.5423618	191.5078472	537	555
1647	358205780	114.3601418	30.5440238	114.3605566	30.5440645	40.05792427	1030	1052
1648	402874273	114.3605566	30.5440645	114.3605805	30.54392808	15.29664435	1052	1054
1649	380705006	114.3597324	30.5439837	114.3595164	30.5440692	22.79133834	1004	991
1650	358205780	114.3605566	30.5440645	114.3606524	30.5440739	9.251564616	1052	1061
1651	402874274	114.3606524	30.5440739	114.3606594	30.5439371	53.51220388	1061	1062
1652	103940155	114.364961	30.5438653	114.3649642	30.5440655	22.19696405	1198	1199
1653	402874268	114.3613245	30.5440871	114.3612084	30.5440387	15.72432687	1097	1086
1654	84250290	114.3544494	30.5440744	114.3548454	30.5441058	38.15808052	537	573
1655	380705007	114.3599106	30.5440933	114.3595164	30.5440692	37.94862608	1018	991
1656	380705008	114.3599184	30.544002	114.3599106	30.5440933	10.14945375	1019	1018
1657	103642347	114.3584951	30.5441191	114.3585956	30.5434913	71.60227394	946	950
1658	358205780	114.3584951	30.5441191	114.3597324	30.5439837	128.7373399	946	1004
1659	380705007	114.3602264	30.5441184	114.3599106	30.5440933	30.44231012	1035	1018
1660	380705007	114.3600806	30.5440178	114.3602264	30.5441184	18.25994623	1028	1035
1661	358205780	114.3606524	30.5440739	114.3611201	30.5441197	45.16541362	1061	1082
1662	103947059	114.363835	30.544118	114.3649642	30.5440655	109.0683409	1181	1199
1663	402874270	114.3612084	30.5440387	114.3611943	30.5441428	11.61990851	1086	1084
1664	84250290	114.3548454	30.5441058	114.3556135	30.5441585	73.93734762	573	640
1665	84250290	114.3556135	30.5441585	114.3557968	30.5441739	17.67156696	640	658
1666	103948559	114.3557968	30.5441739	114.3559361	30.5433493	92.38990113	658	673
1667	153741418	114.3494422	30.5442123	114.3506122	30.5432006	163.09992	126	195
1668	123838952	114.3611201	30.5441197	114.3611071	30.5441855	7.400695544	1082	1081
1669	84250290	114.3557968	30.5441739	114.3565511	30.5442163	72.53502583	658	744
1670	433204234	114.3565845	30.5437624	114.3565511	30.5442163	50.42279413	746	744
1671	380705015	114.3602264	30.5441184	114.3611	30.5442216	84.63133832	1035	1080
1672	123838952	114.3611071	30.5441855	114.3611	30.5442216	4.059740019	1081	1080
1673	84250290	114.3565511	30.5442163	114.3569536	30.5442348	38.67705174	744	787
1674	402874269	114.3611943	30.5441428	114.3611071	30.5441855	31.88842911	1084	1081
1675	402874269	114.361255	30.5441493	114.3611943	30.5441428	23.94417204	1089	1084
1676	84250290	114.3569536	30.5442348	114.3570642	30.5442399	10.6278774	787	803
1677	103945443	114.3677723	30.5442167	114.366104	30.5436346	181.1821257	1261	1218
1678	103947042	114.3679922	30.5432142	114.3677723	30.5442167	113.2800677	1269	1261
1679	103642347	114.3584854	30.5442525	114.3584951	30.5441191	14.81842304	944	946
1680	84250290	114.3582412	30.5442566	114.3584854	30.5442525	23.43706806	927	944
1681	84250290	114.3570642	30.5442399	114.3576606	30.544259	57.28449409	803	887
1682	433204237	114.3576606	30.544259	114.3576794	30.5436471	67.86121771	887	891
1683	84250290	114.3576606	30.544259	114.3582412	30.5442566	55.71562942	887	927
1684	433204240	114.3569536	30.5442348	114.3570102	30.5442854	11.04314095	787	794
1685	433204240	114.3570102	30.5442854	114.3570642	30.5442399	9.794526361	794	803
1686	433204239	114.3557968	30.5441739	114.3564889	30.544317	69.65095592	658	740
1687	123838957	114.3584854	30.5442525	114.3584792	30.5443138	6.821910517	944	943
1688	380705009	114.3584792	30.5443138	114.3588146	30.5443417	32.33219159	943	955
1689	380705006	114.3595164	30.5440692	114.3588146	30.5443417	98.77620375	991	955
1690	433204239	114.3564889	30.544317	114.3570041	30.5443657	49.7369105	740	793
1691	433204241	114.3570102	30.5442854	114.3570041	30.5443657	8.921543104	794	793
1692	433204239	114.3570041	30.5443657	114.3574418	30.5443917	42.10373698	793	850
1693	433204239	114.3574418	30.5443917	114.3582412	30.5442566	82.88261731	850	927
1694	103947034	114.3627995	30.5444062	114.3623971	30.5438194	78.71549699	1153	1138
1695	103947059	114.3627995	30.5444062	114.363835	30.544118	104.3739787	1153	1181
1696	433204241	114.3570041	30.5443657	114.3569764	30.5444669	11.52992072	793	791
1697	123838957	114.3584792	30.5443138	114.3584426	30.5446728	39.95457237	943	941
1698	380705010	114.3584426	30.5446728	114.3587566	30.5446913	30.20004	941	953
1699	380705006	114.3588146	30.5443417	114.3587566	30.5446913	39.15553467	955	953
1700	103947043	114.3640411	30.5446968	114.363835	30.544118	67.14618896	1184	1181
1701	103947034	114.362204	30.544651	114.3627995	30.5444062	82.10123225	1127	1153
1702	380705017	114.3588146	30.5443417	114.3599808	30.5447355	144.7223818	955	1023
1703	103942912	114.3482888	30.5447691	114.3484713	30.5432461	169.7503661	59	75
1704	103942914	114.3485316	30.5432493	114.3483444	30.5447736	169.9408004	81	65
1705	99145247	114.348131	30.5448514	114.3484908	30.5422105	295.7057405	42	80
1706	380705006	114.3587566	30.5446913	114.3592938	30.5448901	70.28189434	953	975
1707	380705016	114.3592938	30.5448901	114.3599808	30.5447355	88.79676695	975	1023
1708	306379131	114.3548454	30.5441058	114.3547522	30.544934	92.25145926	573	560
1709	153753166	114.3503785	30.54496221	114.3488968	30.5416776	682.5932262	174	107
1710	380705006	114.3592938	30.5448901	114.3597974	30.5449422	48.67091549	975	1010
1711	402874266	114.3573842	30.54495327	114.3573538	30.5449521	2.916611919	841	836
1712	433204248	114.3573842	30.54495327	114.3574418	30.5443917	62.50252911	841	850
1713	402874266	114.3574162	30.5449545	114.3573842	30.54495327	3.076960211	844	841
1714	128247474	114.3547522	30.544934	114.355254	30.5449883	48.52562716	560	621
1715	380705006	114.3597974	30.5449422	114.3602908	30.5449801	47.53449296	1010	1039
1716	380705016	114.3599808	30.5447355	114.3602908	30.5449801	52.24496564	1023	1039
1717	306379144	114.355254	30.5449883	114.3554686	30.545011	20.74540064	621	634
1718	306379144	114.3554686	30.545011	114.3556135	30.5441585	95.55058962	634	640
1719	123838957	114.3584426	30.5446728	114.3584085	30.5450074	37.23889305	941	940
1720	99145247	114.3486955	30.5420739	114.3484165	30.5450382	329.7406821	94	71
1721	128247474	114.3484165	30.5450382	114.3503785	30.54496221	192.0462969	71	174
1722	402874264	114.3622444	30.5448917	114.3633656	30.5450072	108.3453986	1128	1170
1723	358205743	114.3633656	30.5450072	114.3640411	30.5446968	73.38677843	1170	1184
1724	128247474	114.3503785	30.54496221	114.3522876	30.5450474	183.4753225	174	340
1725	84250286	114.3522876	30.5450474	114.3523743	30.5440699	109.1998915	340	346
1726	153751903	114.3557564	30.54504307	114.3554686	30.545011	27.84127804	650	634
1727	402874267	114.3557564	30.54504307	114.3557588	30.5450144	3.187400442	650	651
1728	433204246	114.3569172	30.5450444	114.3569223	30.5450195	2.803538021	781	782
1729	153751903	114.3559854	30.5450686	114.3557564	30.54504307	22.1582615	677	650
1730	380705013	114.3602908	30.5449801	114.3609348	30.5450594	62.45687019	1039	1078
1731	123838952	114.3611	30.5442216	114.3609348	30.5450594	94.22430147	1080	1078
1732	433204242	114.356405	30.5450829	114.3563115	30.5450759	9.005387318	732	712
1733	433204242	114.3564889	30.544317	114.356405	30.5450829	85.29099081	740	732
1734	103947043	114.3641724	30.5450652	114.3640411	30.5446968	42.74119574	1188	1184
1735	380915247	114.3584085	30.5450074	114.3592652	30.5450913	82.73010479	940	974
1736	380705011	114.3592938	30.5448901	114.3592652	30.5450913	22.47388541	975	974
1737	433204245	114.3568085	30.5451013	114.3569172	30.5450444	12.73850287	761	781
1738	153751903	114.3563082	30.5451064	114.3559854	30.5450686	31.25679262	710	677
1739	433204243	114.3563115	30.5450759	114.3563082	30.5451064	3.396124645	712	710
1740	99145247	114.3484165	30.5450382	114.3484038	30.5451323	10.50316437	71	70
1741	306379131	114.3547522	30.544934	114.3547221	30.5451255	21.42588175	560	556
1742	402874267	114.3557493	30.5451265	114.3557564	30.54504307	9.273759983	649	650
1743	433204244	114.356405	30.5450829	114.3568085	30.5451013	45.85625848	732	761
1744	380915247	114.3592652	30.5450913	114.3597838	30.5451421	50.08045749	974	1008
1745	380705012	114.3597974	30.5449422	114.3597838	30.5451421	22.19996511	1010	1008
1746	380915247	114.3597838	30.5451421	114.3598615	30.5451451	7.463193763	1008	1014
1747	433204245	114.3569172	30.5450444	114.3570411	30.5451607	19.84713992	781	800
1748	153751903	114.3568028	30.5451644	114.3563082	30.5451064	47.89342363	759	710
1749	433204244	114.3568085	30.5451013	114.3568028	30.5451644	7.016822474	761	759
1750	153751903	114.3569394	30.5451804	114.3568028	30.5451644	13.2270573	784	759
1751	153751903	114.3570372	30.5451919	114.3569394	30.5451804	9.470694744	799	784
1752	433204245	114.3570411	30.5451607	114.3570372	30.5451919	3.479119803	800	799
1753	380915247	114.3598615	30.5451451	114.3602724	30.54519	39.7412768	1014	1037
1754	380705014	114.3602908	30.5449801	114.3602724	30.54519	23.33709407	1039	1037
1755	433204247	114.3570411	30.5451607	114.35736	30.5451992	30.90111088	800	837
1756	433204248	114.35736	30.5451992	114.3573842	30.54495327	27.36326757	837	841
1757	128247474	114.3522876	30.5450474	114.3547522	30.544934	269.8590835	340	560
1758	103940155	114.3649642	30.5440655	114.3649824	30.5451866	124.3011687	1199	1200
1759	153751903	114.3574209	30.5452368	114.3570372	30.5451919	37.15324166	846	799
1760	433204247	114.35736	30.5451992	114.3574209	30.5452368	8.087270552	837	846
1761	380915247	114.3602724	30.54519	114.3608016	30.5452419	51.10480645	1037	1072
1762	380915247	114.3608016	30.5452419	114.360897	30.5452512	9.212070171	1072	1077
1763	123838952	114.3609348	30.5450594	114.360897	30.5452512	21.57072445	1078	1077
1764	103947043	114.3649824	30.5451866	114.3641724	30.5450652	92.91823888	1200	1188
1765	380915247	114.3583768	30.5452754	114.3584085	30.5450074	29.86666539	938	940
1766	153751903	114.3577765	30.5452785	114.3574209	30.5452368	34.43364786	899	846
1767	460658766	114.3598737	30.5452895	114.3598615	30.5451451	16.27819388	1017	1014
1768	433205003	114.3583768	30.5452754	114.3586795	30.5453079	29.26844837	938	952
1769	380915241	114.3597738	30.5453027	114.3586795	30.5453079	116.6532138	1007	952
1770	153751903	114.3580492	30.54531048	114.3577765	30.5452785	26.40261921	912	899
1771	402874265	114.3580492	30.54531048	114.3580561	30.5452706	4.471141527	912	914
1772	460658980	114.3597738	30.5453027	114.3598716	30.5453097	9.416511299	1007	1016
1773	380915244	114.3598716	30.5453097	114.3598737	30.5452895	2.248486575	1016	1017
1774	380915247	114.360897	30.5452512	114.3618509	30.5453078	91.74711935	1077	1115
1775	402874264	114.3633656	30.5450072	114.3641724	30.5450652	105.0545145	1170	1188
1776	153751903	114.3583682	30.5453479	114.3580492	30.54531048	30.89335814	937	912
1777	380915247	114.3583682	30.5453479	114.3583768	30.5452754	8.079840876	937	938
1778	116908448	114.3666178	30.54534846	114.366617	30.5453452	0.369198958	1236	1235
1779	171733424	114.368274	30.543734	114.3666178	30.54534846	262.7104018	1275	1236
1780	380915241	114.3597628	30.5453722	114.3597738	30.5453027	7.776961992	1006	1007
1781	402874265	114.3580315	30.545412	114.3580492	30.54531048	11.38165617	911	912
1782	380915244	114.3600802	30.5454154	114.3598716	30.5453097	29.98100156	1026	1016
1783	380915243	114.3598615	30.5451451	114.3600802	30.5454154	41.90289888	1014	1026
1784	414804433	114.3569394	30.5451804	114.3569174	30.5454728	32.48508972	784	780
1785	380915248	114.3583682	30.5453479	114.3583562	30.5454802	14.71234411	937	935
1786	488587933	114.3563419	30.5454957	114.3564476	30.5455146	15.99466977	714	737
1787	414804436	114.3568136	30.5455458	114.3564476	30.5455146	35.28966256	762	737
1788	488587934	114.3569174	30.5454728	114.3568136	30.5455458	18.12787613	780	762
1789	488587933	114.3563913	30.5455522	114.3563419	30.5454957	8.88511471	730	714
1790	488587933	114.3564476	30.5455146	114.3563913	30.5455522	7.428163092	737	730
1791	380915242	114.3607635	30.5455442	114.3608016	30.5452419	33.71742465	1071	1072
1792	380915245	114.3607635	30.5455442	114.3608592	30.5455514	9.217576229	1071	1075
1793	123838952	114.360897	30.5452512	114.3608592	30.5455514	33.47823646	1077	1075
1794	488587934	114.3570265	30.5455772	114.3569174	30.5454728	21.97106575	796	780
1795	414804435	114.3574335	30.5456277	114.3570265	30.5455772	39.45314462	849	796
1796	153753166	114.350268	30.5456491	114.3503785	30.54496221	76.88485828	172	174
1797	488587934	114.3568136	30.5455458	114.3568713	30.5456378	16.26672454	762	773
1798	488587934	114.3568713	30.5456378	114.3569666	30.5456488	9.225812091	773	788
1799	488587934	114.3569666	30.5456488	114.3570265	30.5455772	13.36348296	788	796
1800	414804435	114.3577182	30.54567	114.3574335	30.5456277	27.72001071	894	849
1801	414804434	114.3577182	30.54567	114.3577765	30.5452785	43.76201508	894	899
1802	380915241	114.3586795	30.5453079	114.3597628	30.5453722	163.2871062	952	1006
1803	103940155	114.3649824	30.5451866	114.3650787	30.5456588	53.15897391	1200	1201
1804	103945443	114.3650787	30.5456588	114.3677723	30.5442167	315.2830297	1201	1261
1805	171733424	114.3666178	30.54534846	114.3658438	30.5456758	82.9602754	1236	1212
1806	414804437	114.3563913	30.5455522	114.356848	30.5457574	62.18790034	730	769
1807	414804439	114.3568713	30.5456378	114.356848	30.5457574	13.44642454	773	769
1808	414804437	114.356848	30.5457574	114.356897	30.5457656	4.793739197	769	778
1809	116908448	114.36642	30.5457458	114.3666178	30.54534846	64.37938533	1232	1236
1810	380915241	114.3597462	30.5457665	114.3597628	30.5453722	44.4927442	1005	1006
1811	414804437	114.356897	30.5457656	114.3569461	30.5457755	4.837557719	778	785
1812	414804438	114.3569666	30.5456488	114.3569461	30.5457755	14.18344804	788	785
1813	103940155	114.3650787	30.5456588	114.3651156	30.5457635	12.13542607	1201	1202
1814	122891502	114.3651156	30.5457635	114.3719559	30.5374839	1196.447786	1202	1339
1815	380915242	114.3597462	30.5457665	114.3600362	30.5457827	27.88495027	1005	1025
1816	380915243	114.3600802	30.5454154	114.3600362	30.5457827	40.93839255	1026	1025
1817	128247473	114.3551328	30.5458064	114.355254	30.5449883	91.43983215	607	621
1818	414804437	114.3569461	30.5457755	114.3574335	30.5456277	66.6118633	785	849
1819	380915242	114.3600362	30.5457827	114.3607635	30.5455442	99.55714163	1025	1071
1820	414804441	114.356897	30.5457656	114.3568808	30.5458564	10.18570302	778	776
1821	414804432	114.3551328	30.5458064	114.3558999	30.545868	73.92343796	607	669
1822	414804431	114.3559854	30.5450686	114.3558999	30.545868	98.06691304	677	669
1823	414804432	114.3558999	30.545868	114.3568808	30.5458564	102.9226749	669	776
1824	414804441	114.3568808	30.5458564	114.3568744	30.5458916	3.950413605	776	775
1825	380915249	114.3583238	30.5459016	114.3583562	30.5454802	46.82112959	931	935
1826	414804443	114.3568744	30.5458916	114.3567536	30.5459113	14.33381318	775	752
1827	116908447	114.3659098	30.5458882	114.3658438	30.5456758	24.38414971	1215	1212
1828	116908448	114.3659098	30.5458882	114.36642	30.5457458	51.43888933	1215	1232
1829	171733424	114.3658438	30.5456758	114.3649591	30.5458926	88.290296	1212	1197
1830	414804442	114.3568689	30.54592194	114.3567536	30.5459113	11.13021622	772	752
1831	414804441	114.3568744	30.5458916	114.3568689	30.54592194	3.404654412	775	772
1832	380915240	114.3583238	30.5459016	114.3590749	30.545934	72.1614089	931	964
1833	380915240	114.3590749	30.545934	114.3598452	30.5459343	73.91429448	964	1013
1834	380915241	114.3598452	30.5459343	114.3597462	30.5457665	20.88799856	1013	1005
1835	414804441	114.3568689	30.54592194	114.356864	30.5459494	3.080485215	772	771
1836	414804442	114.3572813	30.54596	114.3568689	30.54592194	39.79235398	824	772
1837	414804442	114.3574181	30.5459726	114.3572813	30.54596	13.20077947	843	824
1838	414804432	114.3568808	30.5458564	114.3574181	30.5459726	59.25847512	776	843
1839	380915251	114.3583238	30.5459016	114.3583301	30.5460048	11.45705306	931	932
1840	103942908	114.3483444	30.5447736	114.3482081	30.5460362	140.5856319	65	51
1841	171733391	114.350268	30.5456491	114.3482081	30.5460362	208.9446473	172	51
1842	456199557	114.3481519	30.54603739	114.3482888	30.5447691	141.2194204	44	59
1843	171733391	114.3482081	30.5460362	114.3481519	30.54603739	5.395675747	51	44
1844	193250792	114.3479175	30.54604236	114.348131	30.5448514	134.7782323	32	42
1845	171733391	114.3481519	30.54603739	114.3479175	30.54604236	22.49437559	44	32
1846	414804432	114.3574181	30.5459726	114.3576794	30.5460349	29.96895901	843	889
1847	414804434	114.3576794	30.5460349	114.3577182	30.54567	40.63258508	889	894
1848	380915251	114.3583301	30.5460048	114.3583318	30.5460334	3.174884081	932	934
1849	116908448	114.3653869	30.5460381	114.3659098	30.5458882	52.85547031	1205	1215
1850	414804432	114.3576794	30.5460349	114.3583301	30.5460048	65.62385637	889	932
1851	456199557	114.348138	30.5461661	114.3481519	30.54603739	14.33099096	43	44
1852	116908447	114.3659781	30.5461213	114.3659098	30.5458882	26.66033726	1216	1215
1853	116908449	114.36642	30.5457458	114.3659781	30.5461213	77.76277071	1232	1216
1854	103942908	114.3482081	30.5460362	114.3481936	30.5461706	14.96478017	51	49
1855	116908448	114.3649591	30.5458926	114.3653869	30.5460381	61.45355597	1197	1205
1856	414804442	114.3567536	30.5459113	114.3562149	30.5462728	92.40955052	752	695
1857	380915246	114.3590749	30.545934	114.3590467	30.5462693	37.27082866	964	963
1858	116908449	114.3659781	30.5461213	114.3653869	30.5460381	78.53759694	1216	1205
1859	153753166	114.3520873	30.5463048	114.350268	30.5456491	228.3774123	320	172
1860	84250286	114.3520873	30.5463048	114.3522876	30.5450474	140.7181946	320	340
1861	414804445	114.3562149	30.5462728	114.356065	30.5463336	21.23106761	695	686
1862	414804446	114.356065	30.5463336	114.3562811	30.5463596	20.93520749	686	702
1863	380915240	114.3598452	30.5459343	114.3607519	30.5463973	123.307257	1013	1069
1864	123838952	114.3608592	30.5455514	114.3607519	30.5463973	94.3430684	1075	1069
1865	128247473	114.3551363	30.5464217	114.3551328	30.5458064	68.21500563	608	607
1866	380915250	114.3582993	30.5464955	114.3583318	30.5460334	51.32476796	929	934
1867	488589884	114.356128	30.5465273	114.3551363	30.5464217	95.87566298	690	608
1868	414804445	114.356065	30.5463336	114.356128	30.5465273	22.30887582	686	690
1869	414804444	114.3572813	30.54596	114.3572698	30.5465968	71.53967901	824	821
1870	477836808	114.3583342	30.5467097	114.3572698	30.5465968	102.8980291	933	821
1871	380915250	114.3583342	30.5467097	114.3582993	30.5464955	23.98188735	933	929
1872	380915239	114.3582993	30.5464955	114.3607056	30.5467422	232.5095529	929	1067
1873	123838952	114.3607519	30.5463973	114.3607056	30.5467422	38.49399819	1069	1067
1874	380915250	114.3582586	30.5470487	114.3583342	30.5467097	38.27635649	928	933
1875	488589885	114.3567776	30.5472628	114.3564424	30.5472326	32.33752966	757	736
1876	488589886	114.3567776	30.5472628	114.356708	30.5473968	16.28779273	757	750
1877	153753516	114.3563562	30.5474362	114.3564424	30.5472326	24.03950683	715	736
1878	122891502	114.3563562	30.5474362	114.356708	30.5473968	34.07071442	715	750
1879	103942910	114.3481936	30.5461706	114.3482816	30.5475935	157.9731337	49	58
1880	456199569	114.3482332	30.5476041	114.348138	30.5461661	159.6828318	54	43
1881	123838952	114.3607056	30.5467422	114.3606002	30.5476176	97.58008893	1067	1056
1882	103945443	114.3606002	30.5476176	114.3650787	30.5456588	483.8822857	1056	1201
1883	103945443	114.3605196	30.5476482	114.3606002	30.5476176	8.445177036	1050	1056
1884	84250286	114.3520941	30.5476984	114.3520873	30.5463048	154.5004342	321	320
1885	153753166	114.3549239	30.547749	114.3520873	30.5463048	415.4660501	576	320
1886	128247473	114.3549239	30.547749	114.3551363	30.5464217	148.5535484	576	608
